place_id,latitude,longitude,sightings,nearest_open_data_m
ChIJV2i5KrOqGWARN8LWE-fpVR0,35.4394662,139.3653164,1,0.4
ChIJV2i5KrOqGWARqbUJeN2Wz9g,35.4394662,139.3653164,1,0.4
ChIJiX7h1LKqGWAROcQhZGEfAps,35.4396234,139.3653164,2,6.3
ChIJD4IF1bKqGWARiwKojUwQglA,35.4394662,139.3653164,1,0.4
ChIJiX7h1LKqGWAR8D_3mdf-3hM,35.4396234,139.3653164,2,6.3
ChIJiX7h1LKqGWARgjYRB31H60I,35.4396234,139.3653164,2,6.3
ChIJS_1N2kxVGGAR9AXQlmPVync,35.4394662,139.3660882,1,4.3
ChIJFyQm2kxVGGARDGElHHPTAJw,35.4394662,139.3660882,1,4.3
ChIJBRRW0JSrGWARa-D13_ub3cQ,35.4399378,139.3645446,2,8.0
ChIJmTLJzmCrGWAR03guSAYLDOs,35.4399378,139.3645446,2,8.0
ChIJPSlrxbKqGWARCGd9QjCAtiI,35.4397806,139.3645446,1,5.0
ChIJ__9CxbKqGWARazxMHlN8KPI,35.4399378,139.3645446,2,8.0
ChIJp5ro17KqGWARNPHOxuKYqj4,35.4397806,139.3647375,2,5.5
ChIJp5ro17KqGWARa2SnAzF_w9c,35.4397806,139.3649305,1,6.9
ChIJPZxb2rKqGWARTcdC_3oAlig,35.4399378,139.3649305,2,9.6
ChIJv3RkbQCrGWARpKBj4A7g8Cg,35.4397806,139.3649305,1,6.9
ChIJoS5XUwNVGGAR0mfAhsbPEU4,35.4397806,139.3655094,2,8.1
ChIJ2c5SwfWrGWARmeuK3Cuba_E,35.4399378,139.3653164,2,5.6
ChIJ4xiYK01VGGARKCF-xe3ZZ9o,35.4397806,139.3655094,2,8.1
ChIJp5ro17KqGWARMJQvLL333Uk,35.4399378,139.3653164,2,5.6
ChIJlaRbf9urGWARkZkknSj9hKs,35.4399378,139.3653164,2,5.6
ChIJmb24DwCrGWARenUwX5PpBiI,35.4400950,139.3649305,1,7.8
ChIJX_QnpPOrGWARzsgipQhAKXA,35.4400950,139.3649305,1,7.8
ChIJv_gZ6durGWARMOdoYZ3ozoY,35.4400950,139.3649305,1,7.8
ChIJSWZypvurGWARaatbYExSOpg,35.4400950,139.3649305,1,7.8
ChIJxSstks-rGWARLbGultZJZvE,35.4400950,139.3649305,1,7.8
ChIJZRhe9TGrGWARFFi5ZF4WOuc,35.4400950,139.3649305,1,7.8
ChIJ-QBWaACrGWAROQS1yleFLMk,35.4400950,139.3649305,1,7.8
ChIJC5GBbc6rGWARJKwJ4g9OvEw,35.4400950,139.3649305,1,7.8
ChIJ3S5APwCrGWARmU6vp9eTzr0,35.4400950,139.3649305,1,7.8
ChIJ0d-yokyrGWARopvMJI2lwCU,35.4400950,139.3649305,1,7.8
ChIJBdKB4YirGWARAwBaFpEQbiA,35.4400950,139.3649305,1,7.8
ChIJ-Uio8PKrGWARWpLnffKJILE,35.4400950,139.3649305,1,7.8
ChIJ1y9Egq2qGWARC-lDDPUKihw,35.4400950,139.3649305,1,7.8
ChIJCyX7IACrGWARs7TKTMOWbxQ,35.4400950,139.3649305,1,7.8
ChIJ2wIkGQCrGWARdEbIDTOfxjw,35.4400950,139.3653164,1,3.0
ChIJ1SEV6LKqGWAR_wG7gqsP-qo,35.4400950,139.3653164,1,3.0
ChIJd6lfRCBVGGARI3cDPYVdgTE,35.4400950,139.3655094,2,1.8
ChIJC3PsLU1VGGARpAxXQHTVu8E,35.4400950,139.3655094,2,1.8
ChIJFzt0BwCrGWAR86EvcLwtl40,35.4400950,139.3655094,2,1.8
ChIJp5ro17KqGWAR5P3Bc45fLos,35.4400950,139.3655094,2,1.8
ChIJg2A5Mk1VGGAR6wFqdwG6EI0,35.4400950,139.3653164,1,3.0
ChIJy0U5Mk1VGGARDiftewHvF3A,35.4400950,139.3653164,1,3.0
ChIJf3QBEwBVGGARAujE9STg7lA,35.4400950,139.3657023,1,10.4
ChIJXXpEwEBVGGAR8jyqhtOTNSY,35.4400950,139.3657023,1,10.4
ChIJy7OfAmZVGGARk0ol4hj2kQ0,35.4400950,139.3658953,2,6.5
ChIJi9vXoOVVGGARKSJGKIgyv3c,35.4400950,139.3658953,2,6.5
ChIJ238kMk1VGGAR_SE4t0VBnO4,35.4400950,139.3657023,1,10.4
ChIJL8TNIE1VGGARr2_R6NMn62I,35.4400950,139.3660882,1,19.2
ChIJL8TNIE1VGGARdw2-CmanwkQ,35.4400950,139.3660882,1,19.2
ChIJWSwI_SphPjUR0I6X2PhySlY,31.5748218,130.5449460,2,16.9
ChIJBVFDPABnPjURH6O6-jKAtv8,31.5748218,130.5451305,1,19.7
ChIJUQWZxjdnPjURQUmorZbZF7U,31.5751362,130.5443924,1,10.6
ChIJu6Zw6DdnPjURh1YrVtbH-6A,31.5754506,130.5443924,1,3.4
ChIJ5SbRigZnPjURCDqOytzLO28,31.5756078,130.5443924,2,8.5
ChIJMRuzTFxnPjUR04Xc3QnRD8c,31.5756078,130.5447614,2,10.8
ChIJf6Os4TdnPjURViI63cl5yC8,31.5759222,130.5443924,2,1.3
ChIJM8s-k3FnPjURWCyd_S_ZmsM,31.5759222,130.5443924,2,1.3
ChIJLWpuH0hnPjURMPwsC7bWORU,31.5760794,130.5443924,1,14.0
ChIJG0xBsRqNHmARm6rcioHyhc8,36.3425003,139.0092376,1,23.6
ChIJR6Ep1QyNHmAR1KuHRhql7vY,36.3428147,139.0084569,1,7.3
ChIJ2yog1nKNHmARs5k6Fhz5AGk,36.3431291,139.0084569,1,31.0
ChIJfV0xu-CNHmARjsiv5aBTAxY,36.3434435,139.0086521,2,23.1
ChIJnxhXKA2NHmARyFDC2G3EGek,36.3436007,139.0088472,2,13.7
ChIJ4f9JMA2NHmARtCvfyV_s0kY,36.3437579,139.0092376,1,15.1
ChIJYdlGgKJgGGARQFIWDl6VuyA,35.5318375,139.6999951,2,9.4
ChIJyewAlZhgGGAR1Vwf3AOW6n0,35.5318375,139.7001882,1,11.1
ChIJ23WOZQBhGGAR5LHJwpfff-0,35.5319947,139.7001882,2,6.3
ChIJTzfmjeFhGGARVSCZzslDVVI,35.5319947,139.7001882,2,6.3
ChIJET6fFphgGGARctfEH5rXKio,35.5318375,139.7003814,2,6.8
ChIJ5VpDbfhhGGARENtAqFV7-Js,35.5318375,139.7005746,1,2.0
ChIJnzwkF5hgGGAR_GNP0QFehaE,35.5318375,139.7005746,1,2.0
ChIJ79oIut9hGGAR8_FMdJzjNpw,35.5318375,139.7005746,1,2.0
ChIJizihnPthGGARbYExJ2u5Dgc,35.5318375,139.7007678,2,5.9
ChIJowY7yydhGGARmwbx6pMA0lI,35.5318375,139.7007678,2,5.9
ChIJP2xlGphgGGARBFP46f2NyXw,35.5318375,139.7007678,2,5.9
ChIJE9vgbwBhGGARANhpRCF5jJQ,35.5318375,139.7007678,2,5.9
ChIJ19x3tKthGGAReKCAUcy_Z7w,35.5319947,139.7005746,2,3.4
ChIJN8E-EZhgGGARAtAGNBbSiCI,35.5318375,139.7005746,1,2.0
ChIJQwdSHJhgGGAROe6De8Ymis8,35.5318375,139.7009610,1,2.8
ChIJh4O0zDlhGGARNTz0Fu8IPQI,35.5318375,139.7009610,1,2.8
ChIJYTktyA1hGGARlDc7KmnBonM,35.5318375,139.7009610,1,2.8
ChIJF4rT7kRhGGARxO-5H4vRNuo,35.5318375,139.7009610,1,2.8
ChIJr0nApfZhGGARAF8E_wHi5-w,35.5318375,139.7009610,1,2.8
ChIJCysHHZhgGGARPLS9pLaMWoU,35.5318375,139.7009610,1,2.8
ChIJj2wvKwBhGGARn2CC-Fhfk08,35.5318375,139.7009610,1,2.8
ChIJSeHC5LthGGARxYVKLVVCOMw,35.5318375,139.7009610,1,2.8
ChIJhYymGwBhGGAR_HrGYb6_woA,35.5318375,139.7009610,1,2.8
ChIJP0JH2kNhGGARxdYuAXbh4Lo,35.5321519,139.6999951,2,12.0
ChIJNwNBemxhGGAR7cdOiBkRer8,35.5321519,139.7001882,1,10.2
ChIJ5204mC5hGGARAgxIbepHmK4,35.5321519,139.7003814,2,6.8
ChIJ74rYF5hgGGARqd1eC4jf6Dk,35.5321519,139.7003814,2,6.8
ChIJyWQDsh5hGGAR9s-B2oXHfBg,35.5321519,139.7005746,1,4.3
ChIJrd_FFZhgGGARjCGKAJ_M1L8,35.5321519,139.7007678,2,15.6
ChIJIzGLGJhgGGARTdGlCUre2vk,35.5323091,139.7009610,2,28.9
ChIJw0HFO5hgGGARUvUarHYdAc8,35.5324663,139.7003814,2,3.7
ChIJ9VWxF5hgGGARDeRt2VrOFQg,35.5324663,139.7005746,1,3.8
ChIJsx-OGJhgGGAR3MgYkhG-Wos,35.5324663,139.7005746,1,3.8
ChIJ0fMSIphgGGARmibF_uqGXVA,35.5324663,139.7009610,1,31.5
ChIJrYapTphgGGARumkSkuAS3sw,35.5327807,139.6998019,1,7.1
ChIJq6quTphgGGARvLtYHK6cDGk,35.5327807,139.6998019,1,7.1
ChIJUyzXz-1hGGARiBhhOCU41Xw,35.5327807,139.6998019,1,7.1
ChIJrYapTphgGGAR9GRrbpZrDuo,35.5327807,139.6998019,1,7.1
ChIJrYapTphgGGAR42_UCH_Kxd0,35.5327807,139.6998019,1,7.1
ChIJVwqeXiFhGGAR7ddkMU8LKFw,35.5329379,139.6998019,2,8.1
ChIJN4nlOJhgGGARSUd-yjUcAcs,35.5327807,139.7005746,1,0.9
ChIJQ5GQFphgGGARaJ9iSM9i8qY,35.5327807,139.7007678,2,11.4
ChIJgzDRNJhgGGARwrE9ReboPlc,35.5330951,139.7001882,1,7.4
ChIJJ-qLE-FhGGARlmMWXl9XLgw,35.5330951,139.7001882,1,7.4
ChIJQ_PtJdhhGGAR-vcXgeCz6EA,35.5330951,139.7001882,1,7.4
ChIJsaFIjsJhGGARm_qYR5633ms,35.5330951,139.7001882,1,7.4
ChIJd5SUuWthGGAR_SVQ6wgHJuQ,35.5330951,139.7001882,1,7.4
ChIJiRSWdTphGGARXAHccCf1Gjc,35.5330951,139.7001882,1,7.4
ChIJgzDRNJhgGGARGlJsCZpeQk8,35.5330951,139.7001882,1,7.4
ChIJAYBxyExhGGARaTWQgWJk0ow,35.5330951,139.7001882,1,7.4
ChIJMbVPsrBhGGARVWKLspAlytw,35.5330951,139.7001882,1,7.4
ChIJgaZFNZhgGGARhBluWTrpzMQ,35.5330951,139.7001882,1,7.4
ChIJTyz3SCdhGGARIFJ8jWGFK94,35.5330951,139.7001882,1,7.4
ChIJyZ-iKQBhGGAR9WUdmoVKhjs,35.5330951,139.7007678,2,19.1
ChIJhe-LOfObUzUR4vK6bmvOsxU,34.2894002,134.2536084,2,13.3
ChIJvY_4NZFhA2AReUOXhj7nxyA,35.0904871,137.0726481,1,1.4
ChIJ2ThF08lhA2ARIZP4dXOU1Nk,35.0904871,137.0726481,1,1.4
ChIJBZ1-uaKgA2ARxDwDNUVKHSQ,35.2962446,136.8164040,2,10.4
ChIJ57vWyaKgA2ARgumc46oIy_s,35.2964018,136.8160188,1,5.0
ChIJoWHe8_qBBGARJ2InNPW7VTQ,34.9380372,136.8274611,1,10.5
ChIJ8f5uCnWABGARd4oyED_mWTI,34.9386660,136.8266940,1,0.6
ChIJ9QaAqf1JGmAR0Rv--Z2Z5Wo,34.9737238,138.3994831,1,25.6
ChIJsVlT8v1JGmARX5A4xtguzxs,34.9745098,138.3983320,2,3.6
ChIJS7YWdXs3GmARRho3BSbOfEI,34.9743526,138.3990994,1,12.3
ChIJmUSvzfngGGARY8MREsujbbU,35.7335011,139.4087516,2,136.7
ChIJDeoNcwDhGGARbipNNVBhm6c,35.7333439,139.4093326,2,183.4
ChIJjx_TLPjgGGARx6x_VjFE1yc,35.7336583,139.4085579,2,112.7
ChIJeS4K0vngGGARRjYS5Ebn_Z0,35.7336583,139.4087516,1,122.5
ChIJmTtOHWafc18RbAVtEWZJSkQ,42.9786477,143.2069657,2,2.8
ChIJ___L4Hefc18RjK98avAVqMY,42.9788049,143.2069657,1,0.3
ChIJ-8shJgWMGGAR0yDXWS4lg84,35.6945166,139.7649153,1,8.3
ChIJRxygEQCNGGARapvEL04ggA4,35.6945166,139.7649153,1,8.3
ChIJQ0rYTaaNGGARpXUbSobtn3I,35.6946738,139.7653025,2,26.1
ChIJOa1e2gSMGGARjiOW4NjirmE,35.6945166,139.7656896,1,13.3
ChIJVVWVxQSMGGARepPjnzW2-Cg,35.6945166,139.7660767,1,13.7
ChIJLeKuvQSMGGARadVS7L2ejnI,35.6945166,139.7664639,1,8.6
ChIJLeKuvQSMGGAR2HSeUfyEetg,35.6945166,139.7664639,1,8.6
ChIJJ9zW1BqMGGARfIp-qxuT1pg,35.6948310,139.7651089,2,10.2
ChIJOXYv3aqNGGAR9AiqI56sdIw,35.6948310,139.7649153,1,12.8
ChIJIagAawCNGGARvwW9Z6rmvS0,35.6948310,139.7649153,1,12.8
ChIJXdA3nZCNGGARO9ylj2FvD8U,35.6948310,139.7654960,2,2.7
ChIJyfyu1ASMGGARUoeK_yVlXUg,35.6948310,139.7654960,2,2.7
ChIJWXBR0wSMGGARRtLk0RubEDM,35.6948310,139.7656896,1,7.1
ChIJv9k8LRuMGGARbldbtpre1oc,35.6949882,139.7656896,2,1.5
ChIJv8hF0wSMGGARSBXO8-2Mh0o,35.6948310,139.7656896,1,7.1
ChIJFZOG0gSMGGARLCx2LGz54I8,35.6949882,139.7656896,2,1.5
ChIJVVXhzASMGGARvO3OyrpNlWI,35.6949882,139.7660767,2,5.9
ChIJaX3VAwGMGGARbHc4XStP4no,35.6953026,139.7649153,2,1.8
ChIJ_czBZxuMGGARbwFknv140dI,35.6951454,139.7656896,1,9.8
ChIJi8oOa_-NGGARI5gh6aSXNxs,35.6953026,139.7656896,2,7.5
ChIJ9aZJUwCNGGAR6K5DTl-3xQk,35.6953026,139.7660767,2,7.2
ChIJq6qfygSMGGARJgbpmoWLoUg,35.6951454,139.7664639,1,9.3
ChIJ37IkbFiNGGARmX6f6jYxVcU,35.6954598,139.7649153,1,5.7
ChIJvYRz3BqMGGARU9Vllqv1Zho,35.6954598,139.7649153,1,5.7
ChIJFwDiQgCNGGARxP286lg0OgY,35.6956170,139.7649153,2,5.0
ChIJQ14qKRuMGGARI-zUcxD_aZ4,35.6954598,139.7653025,1,3.8
ChIJr8ewxqWNGGAR0hs-r_m00Us,35.6954598,139.7653025,1,3.8
ChIJ4VC-RxuMGGARUfyeE4SIj-I,35.6954598,139.7654960,2,6.9
ChIJ1_hgN-6NGGARjNP_SFlrvXk,35.6954598,139.7654960,2,6.9
ChIJaa_eYNCNGGARWk-6TuJpNnE,35.6954598,139.7654960,2,6.9
ChIJIYKmMACNGGARv6barwuJRws,35.6954598,139.7656896,1,9.4
ChIJnedLWAiNGGAR70nVeNdvT58,35.6954598,139.7656896,1,9.4
ChIJcWezNhuMGGARnYjNgdsymt4,35.6954598,139.7660767,1,2.9
ChIJ85BZZQCNGGARvKoLOfinRqU,35.6954598,139.7664639,1,4.7
ChIJX3i3ShuMGGARayUJUCjlJ9w,35.6954598,139.7664639,1,4.7
ChIJTXiCRgCNGGARvWgJGZvFcME,35.6954598,139.7664639,1,4.7
ChIJzQVI5xqMGGARIm6tFNbsjW4,35.6957742,139.7649153,1,2.8
ChIJ6ZXq3RqMGGARJ2QQ0TvtC4o,35.6957742,139.7649153,1,2.8
ChIJ9w9zfxeNGGARad8BnVu91Us,35.6957742,139.7649153,1,2.8
ChIJHWFmIBuMGGARQ201bs7hvuA,35.6957742,139.7653025,1,7.0
ChIJs55ZyEqNGGARjtFD8qO9Xe4,35.6957742,139.7653025,1,7.0
ChIJfUq2JhuMGGARgXzsyb4TIc4,35.6957742,139.7654960,2,6.3
ChIJ__9GOhuMGGAR7YAVAO_Em2o,35.6957742,139.7660767,1,5.6
ChIJ6VL6ORuMGGARnJJ9p68hF7A,35.6957742,139.7660767,1,5.6
ChIJCWbHOxuMGGAR2kploamZOV0,35.6957742,139.7660767,1,5.6
ChIJFzuCSRuMGGAR_YI1oNrtOBk,35.6957742,139.7664639,1,17.5
ChIJE-V-HdBzImARxB4MBMmboz0,36.0102621,140.1618274,1,14.5
ChIJb6Lm08hzImARVWekRpX33w0,36.0102621,140.1618274,1,14.5
ChIJ86PYRQzSBGARlcuOlVC-J04,34.7645896,137.3837601,1,12.3
ChIJ7yn7sbPTBGARZP1xZXdMTpo,34.7645896,137.3837601,1,12.3
ChIJQw8xOQnSBGAR9m4-lBIkyeQ,34.7645896,137.3837601,1,12.3
ChIJiccqIwnSBGARfXp6KruoZlA,34.7645896,137.3837601,1,12.3
ChIJU9Y7MgDTBGAR1Ht8vN_0OV4,34.7645896,137.3837601,1,12.3
ChIJs9fk-hHTBGARqmFSaHNLGLQ,34.7645896,137.3837601,1,12.3
ChIJp_-wmlPTBGARqLuDwhtJxL4,34.7645896,137.3841429,1,11.4
ChIJYcgYJjHTBGARToQA0bMGeRU,34.7645896,137.3843342,2,2.0
ChIJNZddOAnSBGAR8BTkRcYTQCo,34.7645896,137.3841429,1,11.4
ChIJB_BS4R_TBGARDJAz68E6mgc,34.7645896,137.3841429,1,11.4
ChIJf9sdRgnSBGARGMPzbOnayqE,34.7645896,137.3843342,2,2.0
ChIJmcYNRgnSBGARh8LpUDhi9Hs,34.7645896,137.3843342,2,2.0
ChIJfZh6RgnSBGARfQ9XGVqzfRM,34.7645896,137.3843342,2,2.0
ChIJJ2-aX4nTBGARJIbfVX2D8y4,34.7645896,137.3843342,2,2.0
ChIJmcYNRgnSBGARQZOoPmaQIRI,34.7645896,137.3843342,2,2.0
ChIJNcm7ZgDTBGARzYnz1OMU5AM,34.7645896,137.3845256,1,3.0
ChIJH8vJSAnSBGARhoUn28WgHX0,34.7645896,137.3845256,1,3.0
ChIJcQu6RQnSBGARNjjWSN4HKUk,34.7647468,137.3845256,2,2.5
ChIJTSjITgnSBGAR67ZMNTiO_s8,34.7645896,137.3845256,1,3.0
ChIJgbfjTwnSBGARSVQ2MIA9CTk,34.7645896,137.3847170,2,7.4
ChIJ4aMmTgnSBGARhaiju5zjgYI,34.7645896,137.3847170,2,7.4
ChIJgbfjTwnSBGAR-z7sWPctHw8,34.7645896,137.3847170,2,7.4
ChIJ8UQyRAnSBGAR2P6qZAfqvD0,34.7647468,137.3845256,2,2.5
ChIJCQap09LTBGARP_GS0RHildg,34.7647468,137.3845256,2,2.5
ChIJUa6bBwDTBGAR5o1HZdobJDA,34.7647468,137.3845256,2,2.5
ChIJ_wb9zizTBGARF_sqPFy6UmQ,34.7645896,137.3845256,1,3.0
ChIJwV66UQnSBGARXs9cDkk_czc,34.7645896,137.3849083,1,10.6
ChIJHRuMUQnSBGAR1iHrWugfvNA,34.7645896,137.3849083,1,10.6
ChIJJWkGtTHTBGARs0fzpCbMvl0,34.7645896,137.3849083,1,10.6
ChIJTaRIW4TTBGARKJRvbU0j_qc,34.7645896,137.3849083,1,10.6
ChIJO5B9-Z_TBGARrz1uhIPd50I,34.7645896,137.3849083,1,10.6
ChIJuUXaLgDTBGARSSSmJ8ff_UQ,34.7647468,137.3849083,2,18.1
ChIJZUcwVAnSBGARfI6n-RL_l44,34.7645896,137.3850997,2,6.3
ChIJdRwvaDrTBGARzTmOsO-VsI0,34.7647468,137.3849083,2,18.1
ChIJHRuMUQnSBGARxJ6h9_UukO0,34.7645896,137.3849083,1,10.6
ChIJ6_qtUwDTBGARw3GZPIkYhOo,34.7645896,137.3850997,2,6.3
ChIJl4QSFgDTBGARj1lWGyB77Ds,34.7647468,137.3849083,2,18.1
ChIJT7qBHgDTBGARd_zhps8FEeg,34.7645896,137.3849083,1,10.6
ChIJY3hNRQnSBGARW6D6jTWOyFk,34.7647992,137.3847808,3,14.0
ChIJDRJFTgDTBGARfDBUISTpEa0,34.7645896,137.3850997,2,6.3
ChIJ-9-T_wvSBGARULD2iA7BxSY,34.7645896,137.3852911,1,9.0
ChIJ17e0WqrTBGARbYdxssJ2Hcg,34.7645896,137.3852911,1,9.0
ChIJ5zmoQ0LTBGARtMdVOkf8vog,34.7645896,137.3852911,1,9.0
ChIJfQs0KWvTBGARFkvhjyXYYOg,34.7645896,137.3852911,1,9.0
ChIJX5B6y8vTBGARr0_SgPW5LqE,34.7645896,137.3852911,1,9.0
ChIJ94iLVgnSBGARdKI5HHECntg,34.7647468,137.3852911,2,12.6
ChIJgyEfvxTTBGAR8JSZNIXODq0,34.7649040,137.3837601,1,10.6
ChIJ4610bxzTBGARrzQuSKBdHw0,34.7649040,137.3837601,1,10.6
ChIJ2bcfPM7TBGARcFt2p9UTM1I,34.7649040,137.3837601,1,10.6
ChIJr5EBFgnSBGARQcvTBWUcGJA,34.7649040,137.3837601,1,10.6
ChIJ-dC1PwnSBGARN6O5QylXj8A,34.7649040,137.3839515,2,10.2
ChIJR3Rd1kbTBGARVF4GWuBP4GI,34.7649040,137.3837601,1,10.6
ChIJTZuOQAnSBGAROi5EMSgE43o,34.7649040,137.3837601,1,10.6
ChIJ3bcuT6HTBGARUcS-lBb0pWw,34.7649040,137.3837601,1,10.6
ChIJ-dC1PwnSBGARREP5KbzRss8,34.7649040,137.3841429,1,2.6
ChIJIbSBKGHTBGARvoMeTH0p-GQ,34.7649040,137.3841429,1,2.6
ChIJ2cflYNzTBGARyheezGhSeH0,34.7649040,137.3841429,1,2.6
ChIJT_0RM1zTBGARzw2vR_aCHPU,34.7649040,137.3843342,2,8.2
ChIJB9dcQQnSBGAR_oXXmJqY_vw,34.7649040,137.3843342,2,8.2
ChIJa9dcQQnSBGARLYE7vobUyBc,34.7649040,137.3843342,2,8.2
ChIJi6BdQQnSBGAReMQaKR3uAb0,34.7649040,137.3843342,2,8.2
ChIJFYLBXhPTBGARFY45Dh2Dw3U,34.7649040,137.3845256,1,2.8
ChIJL0l3RAnSBGARD8Ncyrs9New,34.7649040,137.3845256,1,2.8
ChIJnUOOpZ3TBGARwrYa_3ChapA,34.7649040,137.3845256,1,2.8
ChIJK3JWQQnSBGAR4pVLvACe6cg,34.7649040,137.3845256,1,2.8
ChIJ44QZQgnSBGAR8BR0YXZx8ow,34.7649040,137.3845256,1,2.8
ChIJL0l3RAnSBGARzXEkwGhFrk4,34.7650612,137.3845256,2,2.4
ChIJVVVpQgnSBGARPZw52a2sqCQ,34.7650612,137.3845256,2,2.4
ChIJLZe3d4DTBGARAAC0fshMcaU,34.7649040,137.3847170,2,14.7
ChIJgS24WgnSBGARCIuj4W3v1H0,34.7649040,137.3847170,2,14.7
ChIJz4fuWoHTBGARqcuyxwk8VdQ,34.7649040,137.3847170,2,14.7
ChIJ1YWF7t_TBGAR4jLkQUyhWMc,34.7649040,137.3849083,1,21.2
ChIJL9nr7VzTBGARK8qL1UIlVBo,34.7649040,137.3849083,1,21.2
ChIJ79bw1afTBGARnhI7PZtVzXU,34.7649040,137.3849083,1,21.2
ChIJ46fqH0vTBGARWOK-y6-8m2U,34.7649040,137.3850997,2,7.1
ChIJDyURUVzTBGAReiXKI411xPA,34.7649040,137.3850997,2,7.1
ChIJJ1gaDQDTBGARyRp7OrO676E,34.7649040,137.3850997,2,7.1
ChIJF-eTI5HTBGAR23LGPg3TmoM,34.7649040,137.3850997,2,7.1
ChIJRbQgVgDTBGAR__zyDxa9Y38,34.7649040,137.3850997,2,7.1
ChIJB4OuWQnSBGARXEheBqAad8A,34.7650612,137.3852911,2,9.3
ChIJJRWw4gvSBGARHnxLNrvhG78,34.7649040,137.3852911,1,9.7
ChIJZSqjZaXTBGARk4nxf81U0-8,34.7650612,137.3852911,2,9.3
ChIJSQW49Q_TBGAR8MdXYQPc_7A,34.7650612,137.3852911,2,9.3
ChIJGbIDWQnSBGARd6tWHTdr3S0,34.7650612,137.3852911,2,9.3
ChIJu0tOPubTBGARgFSeI8OcDaY,34.7652184,137.3837601,1,7.1
ChIJiwNrEQnSBGARGYEG3Z7muUc,34.7652184,137.3837601,1,7.1
ChIJDxlNEAnSBGARS36RJeiojHI,34.7652184,137.3837601,1,7.1
ChIJu7WREQnSBGARsO9-s_BNpxg,34.7653756,137.3837601,2,5.6
ChIJtxTNXxjTBGARfEI3l3QR2OQ,34.7652184,137.3837601,1,7.1
ChIJE0UqDgnSBGARyYfJaf6jX8U,34.7653756,137.3837601,2,5.6
ChIJp-ij19bTBGAR7mhS4wLOXJ8,34.7652184,137.3837601,1,7.1
ChIJUba7FAnSBGARMPLqFHAyjQM,34.7652184,137.3841429,1,5.0
ChIJH2x-z5bTBGAR3gFfFWMmgH8,34.7653756,137.3841429,2,2.4
ChIJK9iVaQnSBGARWQj5Xv2ynbY,34.7652184,137.3845256,1,6.7
ChIJA2vbaQnSBGARVZrqrAmEe7s,34.7652184,137.3845256,1,6.7
ChIJA2vbaQnSBGAR8tz8iZHAdW8,34.7652184,137.3845256,1,6.7
ChIJUQ2YyxXTBGAR9XY6JHRYvSA,34.7652184,137.3845256,1,6.7
ChIJNeOmaQnSBGARXlgKue9mzMs,34.7652184,137.3845256,1,6.7
ChIJDVoxvWLTBGAR7LhEOKqyqtQ,34.7653756,137.3845256,2,7.5
ChIJA2vbaQnSBGAR_uAITl8a4BM,34.7653756,137.3845256,2,7.5
ChIJi-0lfwDTBGARYZcySXk1ORM,34.7652184,137.3847170,2,2.0
ChIJmfTHI6TTBGAR_HBJa2gpQN4,34.7652184,137.3847170,2,2.0
ChIJI_6mOX3TBGARCtCaLdXaIGA,34.7652184,137.3845256,1,6.7
ChIJaQjJlAvSBGARPy1HHB-CNzs,34.7652184,137.3847170,2,2.0
ChIJZQLTQgnSBGARfmsXZLoq8_I,34.7652184,137.3847170,2,2.0
ChIJ1fnSQgnSBGARIfvtw02IpuE,34.7652184,137.3847170,2,2.0
ChIJZQLTQgnSBGARWup2CNMWgs0,34.7652184,137.3847170,2,2.0
ChIJZQLTQgnSBGARmKap1DGfrT4,34.7652184,137.3847170,2,2.0
ChIJ79hUDgDTBGARsYWi2TSCuDc,34.7653756,137.3845256,2,7.5
ChIJuQTiZwnSBGARNC0ixvFiyV4,34.7653232,137.3847808,3,1.2
ChIJ5SsKaAnSBGARsZHVngTgD0g,34.7653232,137.3847808,3,1.2
ChIJ_WzSZgDTBGARQ_sdflzMzQw,34.7652184,137.3849083,1,9.9
ChIJN9j2oQnSBGARLZkkf-XWrP0,34.7652184,137.3849083,1,9.9
ChIJH_xCXAnSBGARYgjwIN9AgTc,34.7652184,137.3849083,1,9.9
ChIJpbN1qAnSBGAR61rTT72kWV8,34.7653756,137.3849083,2,14.1
ChIJs6e7JgDTBGAR7Ytn57a-3eY,34.7653756,137.3849083,2,14.1
ChIJmW5gQADTBGARZ1vVWw05ND4,34.7653756,137.3849083,2,14.1
ChIJt6P1RQDTBGAR8CmofU_Xs20,34.7653756,137.3849083,2,14.1
ChIJFbkNZADTBGARwyfLC8riPx4,34.7653756,137.3849083,2,14.1
ChIJ5SsKaAnSBGARqtbtpfKmsk8,34.7653756,137.3849083,2,14.1
ChIJVVVVkQnSBGAR5QfhmAQt7_Y,34.7653756,137.3849083,2,14.1
ChIJq7_RoQnSBGARYf11BDse4ys,34.7653756,137.3849083,2,14.1
ChIJefLmXgnSBGARP-xYZpVuuas,34.7652184,137.3852911,1,17.6
ChIJlcbwXgnSBGARGe_SfMoIPrU,34.7652184,137.3852911,1,17.6
ChIJH1EOXwnSBGARr7jyLCm72vk,34.7652184,137.3852911,1,17.6
ChIJCSlnXgnSBGARF9JGoW2DGzU,34.7652184,137.3852911,1,17.6
ChIJU7AeOADTBGAROCelvs9KOtI,34.7652184,137.3852911,1,17.6
ChIJcXxkDADTBGARNJjkXEeEHvM,34.7652184,137.3852911,1,17.6
ChIJdWEhLQDTBGARZcYssJ9Z60k,34.7652184,137.3852911,1,17.6
