decision	store_name	area	google_place_id	maps_url	catalog_name	catalog_address	name_agreement	similarity	box_hits	area_hits	posts	caption_excerpt
area_query_not_unique	さのなおし	愛知県名古屋市							1	5	1	.｡.:*☆ ⏎ 名古屋市中村区名駅４丁目2-13の ⏎ 【鳥ぶら】さん✨ ⏎ toribura_phads  ⏎  ⏎ 8月10日オープン！！ ⏎ 焼鳥90円〜・生ビール190円 ⏎  ⏎ ■塩焼鳥　220円 ⏎ ■赤ひも　180円 ⏎ ■上ハツ　150円 ⏎ ■焼鳥わさび　220円 ⏎ ■マヨ唐揚げ一個180円 ⏎ ■ブラジル生ソーセージ　280円 ⏎ 
area_query_not_unique	スイーツwest百名店2023	滋賀県守山市							1	5	1	行きたいと思ったら『行きたい！』とコメントしてね！ ⏎  ⏎ 【ドゥブルベ ボレロ】 ⏎ w.bolero_official ⏎  ⏎ JR守山駅から車で8分🚗 ⏎ 世界的なトップショコラティエによる ⏎ 2004年オープンの人気パティスリー✨ ⏎  ⏎ 食べログの ⏎ 「スイーツWEST百名店2023」にも選出。 ⏎  ⏎ 南仏の別荘を思わせるような店内に
area_query_not_unique	純粋豆乳	滋賀県長浜市							1	2	1	行きたいと思ったら『行きたい！』とコメントしてね！ ⏎  ⏎ 【moon cafe】 ⏎ mooncafe03 ⏎  ⏎ JR長浜駅から徒歩14分🚶‍♀️ ⏎ ３月１日にオープンのアイス屋さん🍨 ⏎  ⏎ 滋賀県産大豆を贅沢に使った豆乳アイスで ⏎ 乳製品、卵、白砂糖は不使用！ ⏎  ⏎ フレーバーの種類も豊富◎ ⏎  ⏎ 豆乳好きにはたまらない ⏎ 大豆の
area_query_not_unique	いいね❤️+コメント💬	滋賀県守山市							1	5	1	行きたいと思ったら「行きたい！」と ⏎ コメントしてね！🍞 ⏎  ⏎ 【食パン専門店 さすがにオテアゲ】 ⏎ sasugani_oteage  ⏎  ⏎ フォロワー3,000人達成 ⏎ 記念キャンペーン開催中🎉 ⏎  ⏎ 8月期間限定パンはこちら👇🏻 ⏎ 🍮 8月16日まで ⏎ 大人気の「クレームブリュレ」販売中！ ⏎  ⏎ 🍐 8月20日から ⏎ ・フレッ
area_query_not_unique	店舗情報	香川県観音寺市							1	2	1	行きたいと思ったら「行きたい」ってコメントしてね！ ⏎  ⏎ 【中華そば　虎龍】 ⏎  ⏎ 香川で濃厚な和風豚骨ラーメンを食べるならココ！ ⏎ 一度食べたら病みつきになる絶品ラーメン🍜🔥 ⏎  ⏎ うどん出汁の旨味がギュッと凝縮された和風豚骨スープは ⏎ コクがあるのに最後まで飲み干したくなる味わい！ ⏎  ⏎ もちもち食感のちぢれ麺にスープがしっかり絡んで
area_query_not_unique	店舗情報	香川県丸亀市							1	5	1	行きたいと思ったら「行きたい」ってコメントしてね！ ⏎  ⏎ 【焼肉生一本】 ⏎ kiippon.05 ⏎  ⏎ 高松で上質な肉を ⏎ リーズナブルに味わうならココ！ ⏎  ⏎ 極上の黒毛和牛が堪能できる ⏎ 隠れた名店焼肉をご紹介🔥 ⏎  ⏎ 老舗の風格漂う焼肉生一本は ⏎ 地元で長年愛され続ける本格焼肉店 ⏎  ⏎ きめ細やかなサシが入った厳選和牛は ⏎
area_query_not_unique	店舗情報	香川県東かがわ市							1	5	1	行きたいと思ったら「行きたい」ってコメントしてね！ ⏎  ⏎ 【cafe village】 ⏎ cafe.village_onelove ⏎  ⏎ 東かがわ市に注目の素敵カフェがあるの知ってる？ ⏎ 讃岐白鳥から車で25分 ⏎  ⏎ ほっこり落ち着く癒しの空間でいただく  ⏎ 「こだわりランチ＆自家製デザート」が最高すぎた… ⏎  ⏎ 陽当たり抜群の明るい店
area_query_not_unique	漣 -ren-	山形県鶴岡市							1	5	1	行ってみたいと思った人は「行きたい」とコメントしてね✨ ⏎  ⏎ 【游水亭 いさごや】  ⏎ y.isagoya  ⏎  ⏎ 日頃の仕事やスマホ通知に追われて「ちょっと疲れ気味かも…」という人に絶対行ってほしいのが、山形県鶴岡市にある「あえて館内に時計を置かない宿」。 ⏎ 車を走らせて宿に到着した瞬間から、日常を忘れるデジタルデトックス旅がスタート🚗💨  ⏎
area_query_not_unique	湯田ミルク	岩手県北上市							1	3	1	行きたいと思ったら「︎行きたい！」とコメントしてね！ ⏎  ⏎ 【 gelateria ito 】 ⏎  ⏎ 人気のジェラート専門店🍨 ⏎ 地元・岩手の素材を活かした濃厚なジェラートが評判のお店。 ⏎ ショーケースには季節限定を含むさまざまなフレーバーが並び、どれにするか迷ってしまうほど！ ⏎ 今回はジェラートクレープをいただきました✨  もちもち食感のクレ
area_query_not_unique	いいね	東京都豊島区							1	5	1	都会のど真ん中に、開放的な芝生の広場 ⏎ 隣接されているカフェでテイクアウトすれば ⏎ のんびりピクニック気分🌿 ⏎  ⏎ 天気がいい日は、ドリンクにビールを買って ⏎ 外でごろごろするのが最高...！ ⏎  ⏎ デートにも女子会にも ⏎ ピッタリすぎる穴場スポット✨ ⏎  ⏎ 気になったら「いいね」「保存」忘れずにね💕 ⏎  ⏎ 🌿南池袋公園 ⏎ 📍〒17
area_query_not_unique	ホワイトチョコムースと柚子ミントジュレ	東京都新宿区							1	2	1	キンプトン新宿東京  ディストリクト ブラッスリー・バー・ラウンジ ⏎  ⏎ Minty Spark Yuzu Cooling Afternoon Tea🛁 ⏎  ⏎ SABON×キンプトン新宿東京 コラボアフタヌーンティー🫧🫖 ⏎  ⏎ 大人気の夏季限定コレクション「ミンティスパーク・ユズ コレクション」の清涼感あふれるペパーミントと和らぐようなユズが織り
area_query_not_unique	写真には残らなくても記憶に残るクレープ	東京都世田谷区							1	5	1	米粉100%で作る焼きたて熱々の抹茶クレープを紹介します🍵 ⏎  ⏎ 【Chinari Tokyo】 ⏎ ◎抹茶あんもち 700円 ⏎  ⏎ 「写真には残らなくても記憶に残るクレープ」をコンセプトに映えよりも美味しさに全振りしたクレープ専門店！ ⏎  ⏎ 一枚ずつ丁寧に焼き上がる米粉100%で作る生地はサクサクもっちり食感。 ⏎ 香り高い抹茶×優しい甘さの小
area_query_not_unique	sunsetシート	千葉県千葉市							1	5	1	👇本日オープン！千葉の人気プール✨ ⏎  ⏎ 【稲毛海浜公園プール】 ⏎  ⏎ 🛟千葉県でおっきいプールと言えばここ‼️ ⏎ 　リニューアルし、今年は新アクティビティが登場したよ！難しくて落ちちゃうけど、笑いすぎてお腹痛くなるほど楽しい！！チャレンジしてみて ⏎  ⏎ 　📣✨　point ✨📣 ⏎ 　・大型エア遊具リニューアル ⏎ 　・2種類あるロングスライ
area_query_not_unique	さかなのじんべえ 梅田店	大阪府大阪市							1	4	1	2026年7月大阪・梅田のお初天神にリニューアルオープンした『さかなのじんべえ 梅田店』さん。 ⏎ ⁡ ⏎ 大阪市内で人気の「じんべえ」系列が、お初天神エリアにリニューアルオープン！ ⏎ ⁡ ⏎ 自社仲卸「魚屋海老蔵」から毎日届く鮮魚を使った海鮮料理が自慢で、梅田のど真ん中にいながら鮮度抜群の魚介をリーズナブルに楽しめます😆😆 ⏎ ⁡ ⏎ とりあえずおまかせ
area_query_not_unique	店舗情報	新潟県村上市							1	5	1	新潟にこんな素敵な場所があったなんて…🥺✨ ⏎  ⏎ 週末のご褒美に行きたい、極上の和カフェ🍵 ⏎ 村上市にある「茶館 きっかわ 嘉門亭」さん。 ⏎  ⏎ 📍店舗情報 ⏎ 店名：茶館 きっかわ 嘉門亭 ⏎ kikkawa1626  ⏎ 住所：新潟県村上市大町3-7 ⏎ （※お出かけの際は、営業時間や定休日など公式情報をご確認ください！） ⏎  ⏎ 一歩足を踏
area_query_not_unique	あぁ、新潟の夏が来たな〜🎐	新潟県村上市							1	5	1	新潟の夏が、始まった🏮✨ ⏎  ⏎ 毎年7月6日・7日に開催される「村上大祭」に行ってきました！ ⏎ ユネスコ無形文化遺産にも登録されている、熱い夏祭り🔥 ⏎  ⏎ 見上げるほど巨大な「おしゃぎり（屋台）」が ⏎ 城下町を練り歩く姿は、昼も夜も大迫力！ ⏎  ⏎ 特に、提灯に明かりが灯った ⏎ 夜の幻想的な雰囲気はエモすぎて、鳥肌が立ちました…🥺🏮 ⏎  ⏎
area_query_not_unique	見える化	石川県白山市							1	5	1	AIって、ここまで来たんや…😳 ⏎  ⏎ 整体って聞くと、 ⏎ 「体を見てもらって、整えてもらう場所」 ⏎ というイメージがあったんだけど、 ⏎  ⏎ ここはまず、自分の体のクセを ⏎ 『見える化』できるのがすごかった！！ ⏎  ⏎ 普段の歩き方って、 ⏎ 自分では普通だと思っていても、 ⏎ 実は左右のバランスや関節の使い方に ⏎ クセが出ていたりして、 ⏎
area_query_not_unique	ピカチュウのさとやま	石川県輪島市							1	3	1	世界初！🌏✨ ⏎  ⏎ 石川県・能登に、 ⏎ ポケモンの名前がついた空港が誕生✈️⚡️ ⏎  ⏎ その名も、 ⏎ のと里山ポケモン・ウィズ・ユー空港！ ⏎  ⏎ 空港に入ると、 ⏎ 飛行機に乗った大きなピカチュウバルーンが ⏎ お出迎えしてくれます🎈💛 ⏎  ⏎ さらに館内にはなんと、 ⏎ 111種類すべての ⏎ ひこうタイプのポケモンたちが登場！🪽 ⏎  
area_query_not_unique	キャンピングカーレンタル j-can 金沢店	石川県金沢市							1	5	1	【キャンペーン情報は最後に🉐】 ⏎  ⏎ 実は今、石川県でも ⏎ キャンピングカーで ⏎ こんな旅ができるんです🚘 ⏎  ⏎ 今回は6人でキャンピングカーに乗って、 ⏎ 石川県内を旅してきました🙌 ⏎  ⏎ 千里浜を走ったり、 ⏎ 好きな場所で景色を眺めたり、 ⏎ 車内でゆっくり過ごしたり… ⏎  ⏎ ただ目的地に行くだけじゃなくて、 ⏎ 移動してる時間まで
area_query_not_unique	デコねこピザトースト	福島県郡山市							1	5	1	行ってみたい人はコメント欄に「🐱」で教えてね！ ⏎  ⏎ 【古民家カフェ140Decorico】  ⏎ decorico140 ⏎  ⏎ 福島県郡山市で ⏎ 猫好きにはたまらない癒しカフェを発見！ ⏎ 絵付け体験もできる、 ⏎ 縄文ねこモチーフの古民家カフェ🐾✨ ⏎  ⏎  扉を開けると、 ⏎ そこは木の温もりを感じる ⏎ 居心地抜群のアットホームな空間…！
area_query_not_unique	液体をデザインするかき氷 1,400円(税込)	新潟県新潟市							1	5	1	行きたくなったらコメントで教えてください🎶 ⏎  ⏎ ふわふわの衝撃…‼️ ⏎ 粉雪のように美しい絶品かき氷🍧ෆ.*･ﾟ ⏎  ⏎ 今回やってきたのはココ🌟 ⏎ カヌレ専門店カヌレドキャンティに併設するカフェ ⏎ 店内は無機質でモダンな雰囲気が素敵✨️ ⏎  ⏎ 『液体をデザインするかき氷 1,400円(税込)』は ⏎ 野菜とハーブ、果物を使用した新感覚のカ
city_box_not_unique	ここに気なってるんやけど	福岡県福岡市							20	5	41	【お店情報】 ⏎ #ひだりうま ⏎ ・インスタ 　なし ⏎ ・住所　　：福岡県福岡市博多区下呉服町4-13 トーカンマンション13呉服町 1F ⏎ ・営業時間：17:30~23:00(フードオーダーストップ22:00) ⏎ ・電話番号：050-5594-9512 ⏎ ・定休日　：日曜日、祝日　馬肉が失くなると早く閉めることもある ⏎ ・タバコ　：× ⏎  ⏎
city_box_not_unique	友達や恋人を連れて行きたくなる	和歌山県和歌山市							5	5	29	名物「生タン」は注文必至... ⏎ 👇店舗詳細 ⏎ ✅ 他の投稿も是非 ▶︎ wakayama_lunch_dinner ⏎ ⚪️———————————⚪️ ⏎ 【🏠店名】 ⏎ 　大衆焼肉 吟～ぎん～ 和歌山店 ⏎ 　( taisyu_gin_wakayama ) ⏎ 【🎈住所】 ⏎ 　和歌山市美園町3-34 けやきONE 1F ⏎ 【🅿️駐車場】　 ⏎ 　
city_box_not_unique	みかん🍊	愛媛県松山市							20	5	6	行きたいと思ったら「行きたい！」とコメントしてね😊 ⏎  ⏎ 【焼肉 つむぎ】 ⏎ yakiniku_tumugi  ⏎  ⏎ 6月6日NEW OPEN🥩✨ ⏎ 上質なお肉が楽しめる ⏎ 焼肉つむぎへ行ってきました😊 ⏎  ⏎ 【のざき牛ミスジ厚切りステーキ】税込2,200円 ⏎ サシまで美しい希少部位のお肉は ⏎ 驚くほどやわらかく、 ⏎ 一口食べるたびに
city_box_not_unique	行きたくなるお店	富山県富山市							20	5	6	オリジナルの一杯を作れる麻辣湯専門店🍜 ⏎  ⏎ 【toyamashokujikai 】👈他の富山グルメはこちら ⏎  ⏎ 見返せるよう”保存”フォロー” ⏎ よろしくお願いします！ ⏎ —————————— ⏎ 【店名】 ⏎ 李暁七麻辣湯 ⏎  ⏎ 【住所🏠】 ⏎ 富山県富山市新屋3-6  ⏎  ⏎ 【営業時間🕒】 ⏎ 11:00~22:00 (L.O 2
city_box_not_unique	店舗情報	香川県高松市							6	5	4	行きたいと思ったら「行きたい」ってコメントしてね！ ⏎  ⏎ 【おにぎり処　田んぼ】 ⏎ ongiri_tanbo ⏎  ⏎ 香川・坂出ののどかな田園風景にぽつんと佇む、 ⏎ 心温まるおにぎり専門店知ってる…？🍙🌾 ⏎  ⏎ おにぎり処 田んぼは、店主さんが自ら育てた出来立て自家栽培米を使って ⏎ ひとつひとつ丁寧に手握りしてくれる話題のお店！ ⏎  ⏎ 注
city_box_not_unique	行きたい	岩手県花巻市							2	5	4	行きたいと思ったら「行きたい」って ⏎ コメントしてね！🤍 ⏎  ⏎ 【乃庵】 ⏎ noan_hanamaki ⏎  ⏎ 花巻で大人気！並んでも食べたい ⏎ クレープ屋さんを見つけた✨ ⏎  ⏎ 種類豊富なクレープはどれもボリューム満点！ ⏎ 人気のクリームブリュレは ⏎ 表面がパリッと香ばしく ⏎ 中はとろ〜り濃厚でやみつきになる美味さ🤤 ⏎  ⏎ 期間限
city_box_not_unique	行きたくなるお店	富山県高岡市							20	5	3	コスパ最強うなぎ屋さんに新メニュー✨ ⏎  ⏎ 【toyamashokujikai 】👈他の富山グルメはこちら ⏎  ⏎ 見返せるよう”保存”フォロー” ⏎ よろしくお願いします！ ⏎ —————————— ⏎ 【店名】 ⏎ 鰻の成瀬 富山高岡店 ⏎  ⏎ 【住所🏠】 ⏎ 富山県高岡市赤祖父428  ⏎  ⏎ 【営業時間🕒】 ⏎ 11:00 -14:00 ⏎
city_box_not_unique	鹿児島でおすすめの飲食店best3	鹿児島県鹿児島市							7	5	3	『鹿児島でおすすめの飲食店Best3』 ⏎  ⏎ 👑3位👑 ⏎ 炭火焼き鳥 鶏一代 ⏎ 📍 鹿児島県鹿児島市小松原１丁目１−５ ⏎ ⏰金・土18:00-深夜0時 ⏎ ⏰木・日18:00-1:00 ⏎ 店休　月-水 ⏎ ⭐️推しポイント ⏎ 鳥料理専門のお店！面白素敵な店主さんも魅力🫶 ⏎ 👑2位👑 ⏎ ジンガロ ⏎ 📍 鹿児島県鹿児島市中央町２−２９ ⏎ ⏰
city_box_not_unique	スタジアムシティノース	長崎県長崎市							5	1	3	行ったことある人や知ってる人は ⏎ 感想や意見をコメントで教えてね✨ ⏎  ⏎ 【マリオンクレープ】 ⏎ marionjapan ⏎  ⏎ スタジアムの中でクレープ食べれるって ⏎ 最高すぎない？🥹🤍 ⏎ 長崎スタジアムシティ内にあるクレープ屋さんで ⏎ 種類豊富すぎてめっちゃ迷うレベル！ ⏎  ⏎ 今回頼んだのは ⏎ 🍓いちごバナナチョコクリーム ⏎ 🍰ア
city_box_not_unique	寺井田	長崎県長崎市							2	2	3	【喫茶サテンドール】 ⏎  ⏎ 長崎で人気のデカ盛りトルコライスのお店、喫茶サテンドール。 ⏎ 小盛りでも十分なボリュームですが、 ⏎ 大盛りは思わず驚くほどの迫力…😳 ⏎ カレーピラフにサクサクのトンカツに唐揚げ、満足感たっぷりの一皿でした✨ ⏎ 美味しさはもちろん、食べ応えも抜群で、 ⏎ 最後まで楽しみながらいただけます☺️ ⏎ 完食できたら本当にすごい
city_box_not_unique	寿司といえば、富山	富山県富山市							20	5	2	ユニークなお寿司！？がまたまた登場！🍣 ⏎  ⏎ 【toyamashokujikai 】👈他の富山グルメはこちら ⏎  ⏎ 見返せるよう”保存”フォロー” ⏎ よろしくお願いします！ ⏎ —————————— ⏎  ⏎ 「寿司といえば、富山」と県内の19の飲食店がコラボしたプロジェクト ⏎ ＼「とやまクラフト寿司」／🍣 ⏎ (https://www.info
city_box_not_unique	虹の果	広島県広島市							2	5	2	☕️店舗詳細はこちら⬇️ ⏎  ⏎ 喫茶店のホットサンドって、なんでこんなに美味しいんだろ？🤤 ⏎ たまごがたっぷり！！　 ⏎ サラダ付きなのも嬉しい！ ⏎  ⏎ 🍓プレミアム国産夏いちご「虹の果」を贅沢に使った、特別なパンケーキ！ ⏎  ⏎ ふわふわのパンケーキに、甘酸っぱくてジューシーないちご🍓 ⏎ 見た目も華やかで、食べる前からテンション上がる〜😍💕 
city_box_not_unique	震災遺構仙台市立荒浜小学校前	宮城県仙台市							4	3	2	↓店舗詳細はこちらをご覧下さい↓ sendai_gurume2022 ←他の投稿はココ！ ⏎  ⏎ 深沼ビーチタウンin深沼海水浴場 ⏎  ⏎ ◎出展者◎ ⏎ ぷんたモグモグさん ⏎ https://www.instagram.com/punta_mogmog?igsh=ZHUyMmVzb2J5bGZz ⏎ コンクリートジャングルさん ⏎ https://w
city_box_not_unique	エクシアホワイトニング	東京都台東区							3	5	2	デート前に必見！！！ ⏎  ⏎ せっかくのデート、失敗したくないよね？ ⏎ おしゃれをして準備が整ったつもりでも ⏎ かなり忘れがちな..... ⏎  ⏎ それは『歯のケア』 ⏎  ⏎ 歯が黄ばんでるだけで、笑顔が引かれるって知ってた？ ⏎ 大切なデートの時に笑顔を見せられないと、相手は不安になる。 ⏎  ⏎ だから、自信をもって笑顔でデートができるように 
city_box_not_unique	一汁三菜	岡山県倉敷市							20	5	2	武士のようなマスターが営む家族愛あふれる日本茶屋を紹介します🍵 ⏎  ⏎ 【士水】 ⏎ ◎冷抹茶 750円 ⏎ 　朝ごはん「一汁三菜」 750円 ⏎  ⏎ 倉敷の美観地区にある築100年の古民家を改装した昔懐かしい風情漂う茶屋！ ⏎  ⏎ このお店では静かに流れる時間を楽しみながら、マスターが実演で煎れるお抹茶を堪能することができます！ ⏎  ⏎ 女将さんが
city_box_not_unique	ホルモン五種盛り	和歌山県岩出市							8	5	2	15周年おめでとうございます🎉 ... ⏎ 👇店舗詳細 ⏎ ✅ 他の投稿も是非 ▶︎ wakayama_lunch_dinner ⏎ ⚪️———————————⚪️ ⏎ 【🏠店名】 ⏎ 　炭火焼肉・ホルモン 天大商店 岩出店( tendaisyouten ) ⏎ 【🎈住所】 ⏎ 　和歌山県岩出市森１１９−１ ⏎ 【🅿️駐車場】　 ⏎ 　無料パーキングあり ⏎
city_box_not_unique	米粉ラーメン開発プロジェクト	新潟県新潟市							8	5	2	行きたくなったらコメントで教えてください🎶 ⏎  ⏎ 新潟古町で創業20年 ⏎ この超人気坦々麺、知ってる？ ⏎  ⏎ 一番人気の【えびすの赤担々麺 1,100円】は ⏎ 創業当時から変わらぬ味 ⏎ 濃厚なスープと旨辛な肉味噌が絡み合う ⏎ 最後の一滴まで美味しい一杯。 ⏎ 辛さの変更もできるよ✌️ ⏎  ⏎ 夏にオススメな限定メニュー ⏎ 【サッパリ&クリ
city_box_not_unique	宮古島市平良西仲宗根460-5	沖縄県宮古島市							17	1	2	詳細はこちら↓ ⏎ ⁡ ⏎ 【EIGHT smoothie’s】 ⏎ 📍 宮古島市平良西仲宗根460-5 ⏎ 8renta_miyakojima  ⏎ ⁡ ⏎ ○営業時間 ⏎ 11:00〜17:00 ⏎ Instagram見てみてね👀 ⏎  ⏎ ○定休日 ⏎ 火曜日　sns チェック ⏎ ⁡ ⏎ ○駐車場 ⏎ あり ⏎ ⁡ ⏎ ○アクセス ⏎ 宮古空港から車
city_box_not_unique	ほんとうにうまいお店ってこうだよな	福岡県福岡市							20	5	2	グルメインフルエンサー未開の地。 ⏎ 「ほんとうにうまいお店ってこうだよな」が詰まってた。 ⏎  ⏎ 【お店情報】 ⏎ #料理と酒木乃芽  ⏎ ・インスタ なし  ⏎ ・住所　　：福岡県福岡市中央区高砂1-22-9-2-1 ⏎ ・営業時間：18:00 - 23:00 ⏎ ・電話番号：092-522-9570 ⏎ ・定休日　：月曜日 ⏎ ・タバコ　：× ⏎  
city_box_not_unique	酒蔵の御三時 養老パフェ	山梨県山梨市							7	5	1	行きたいと思ったら「行きたい！」とコメントしてね✨ ⏎  ⏎  【山梨ごはん&カフェ 槽】 ⏎  cafe_fune ⏎  ⏎  山梨市駅から車で7分🚗 ⏎  山梨市唯一の酒蔵「養老酒造」さんが営む、築200年の古民家カフェ ⏎  大正ロマンを感じる落ち着いた空間で、日本酒を使ったここだけのスイーツが楽しめるんです ⏎  今回いただいたのは『酒蔵の御三時 養
city_box_not_unique	本日のtaneプレート サワードゥ付き	山梨県甲府市							3	5	1	行きたいと思ったら「行きたい！」とコメントしてね✨ ⏎  ⏎ 【AKITO COFFFEE TANE】 ⏎ akitocoffee_tane ⏎  ⏎ 金手駅から徒歩約3分🚶‍♀️ ⏎ 一見すると倉庫のような外観ですが、中に入ると暗めの照明が心地いい、おしゃれで落ち着くカフェです☕️ ⏎  ⏎ 今回いただいたのは「本日のTANEプレート サワードゥ付き」🥬 
city_box_not_unique	みかん🍊	愛媛県新居浜市							2	5	1	行きたいと思ったら「行きたい！」とコメントしてね😊 ⏎  ⏎ 【やきにくの蔵 新居浜つづら淵店】 ⏎ yakinikunokura_official ⏎  ⏎ 🥩【新居浜】愛媛県民、羨ましすぎる。😳🔥 ⏎  ⏎ 精肉問屋直営店だから実現する ⏎ 黒毛和牛のA5ランクが ⏎ 破格のお値段で楽しめます！🤤✨ ⏎  ⏎ 今回いただいたのは、 ⏎ サシの入った黒毛和
city_box_not_unique	水信玄餅	山梨県甲府市							2	2	1	行きたいと思ったら「行きたい！」とコメントしてね✨ ⏎  ⏎ 【湯村金精軒Café】 ⏎ yumurakinseikencafe   ⏎  ⏎ 山梨銘菓「信玄餅」でおなじみの金精軒のカフェで、白州工場で作られた名水仕込みのお餅や餡を使った和スイーツが楽しめます。 ⏎  ⏎ この時期のお目当ては、毎年大人気の夏限定「水信玄餅」✨ ⏎ 白州の名水を使用し、寒天を
city_box_not_unique	今日はのんびりランチしたいな🍀	愛媛県伊予市							20	5	1	行きたいと思ったら「行きたい！」とコメントしてね😊 ⏎  ⏎ 【和 (nagomi)】 ⏎ nagomi.2026.family ⏎  ⏎ 5月7日 NEW OPEN✨ ⏎ 🍙🤍 元銭湯が、こんな素敵なカフェに生まれ変わってたなんて…♨️✨ ⏎  ⏎ 伊予市で見つけた、おむすびカフェ 「和（nagomi）」🍃 ⏎  ⏎ 塩麹で炊かれ ⏎ 一つひとつ丁寧に握ら
city_box_not_unique	ワインカレー	山梨県甲府市							20	5	1	行きたいと思った人は「行きたい」とコメントしてね✨ ⏎  ⏎ 【センティア ホテル内藤】 ⏎  centia.hotel_naito  ⏎  ⏎ 甲府で出張・宿泊するなら、やっぱりここ一択！✨  ⏎ 絶好のロケーションにある人気ホテルを紹介するよ🏨 ⏎  ⏎ 今回は夜の雰囲気が一味違う！  ⏎ 七夕飾りが残るロマンチックな夜の銀座通りや繁華街が目の前で、立地
city_box_not_unique	今日は美味しい海鮮食べたい🤤💓‪	愛媛県松山市							20	5	1	行きたいと思ったら「🐟」とコメントしてね😊 ⏎  ⏎ 【海鮮居酒屋 千商】 ⏎ kaisenizakaya_sensyo ⏎  ⏎ 「今日は美味しい海鮮食べたい🤤💓‪」 ⏎ そんな日に行って欲しいのが、このお店さん。 ⏎  ⏎ 魚屋直送だからこそ楽しめる、鮮度抜群のお刺身🐟 ⏎  ⏎ 人気の七種盛りは、分厚くて食べ応えも◎ ⏎  ⏎ さらに個室完備なので、 
city_box_not_unique	飲むソフトクリーム	愛媛県八幡浜市							13	5	1	行きたいと思ったら「行きたい！」ってコメントしてね！ ⏎  ⏎ 【オランジュルクラ】 ⏎ cafe.orangelecura  ⏎  ⏎ 愛媛県民ならお馴染みの大人気カフェ「オランジュルクラ」から、夏の猛暑を吹き飛ばす最強のひんやりスイーツをご紹介します🍧✨ ⏎  ⏎ なんと、かき氷なのにストローでゴクゴク飲めちゃう新感覚の「飲むかき氷」が、 ⏎ 今年の夏大
city_box_not_unique	八幡浜みなとブルーレモネード	愛媛県八幡浜市							20	5	1	行きたいと思ったら「行きたい！」ってコメントしてね！ ⏎  ⏎ 【オランジュルクラ】 ⏎ cafe.orangelecura  ⏎  ⏎ シロップのきれいなグラデーションとたっぷりフルーツが映えすぎる！🍊✨ ⏎  八幡浜で見つけた、一度は飲んでほしい話題のこだわりドリンクをご紹介！🍹 ⏎ カップに広がるきれいなグラデーションと、溢れんばかりのフルーツが見た目
city_box_not_unique	日常の中の非日常	山梨県甲府市							5	4	1	行きたいと思ったら「行きたい！」とコメントしてね！ ⏎  ⏎ 【ORIJIN COFFEE ROASTERY】 ⏎ orijincoffee ⏎  ⏎ 甲府で見つけた、 ⏎ 美しすぎる無機質カフェ☕️ ⏎  ⏎ 白を基調としたスタイリッシュな空間は、どこを切り取ってもまるで映画のワンシーンのよう… ⏎  ⏎ ドアを開けた瞬間に広がる自家焙煎コーヒーの香りと、
city_box_not_unique	一緒に過ごす時間	愛媛県松山市							20	5	1	行きたいって思ったら「🐕」ってコメントしてね！ ⏎  ⏎ 【愛犬と泊まれる宿 別邸やすらぎ】 dogo_yasuragi  ⏎  ⏎ 松山インターから車で約25分🚗 道後温泉のすぐそば、観光地の喧騒から少し離れた場所に 愛犬と“何もしない贅沢”が叶う宿がある——🐾♨️ ⏎  ⏎ 玄関を抜けると、まず迎えてくれるのは 道後では貴重な遊具つきドッグラン。 お部屋
city_box_not_unique	愛犬への愛がすごすぎる隠れ宿	愛媛県松山市							9	5	1	行ったことある人はコメントで感想教えてね！  ⏎  ⏎ 【愛犬と泊まれる宿 別邸やすらぎ】 ⏎  dogo_yasuragi  ⏎  ⏎ 「松山インターから車で約25分。 ⏎ 道後にある『愛犬への愛がすごすぎる隠れ宿』って知ってた？ ⏎ 正直、飼い主よりわんちゃんの方が贅沢できるかも……？🐾♨️ ⏎  ⏎ ここは道後温泉で唯一、屋内外にドッグランがあるお宿。
city_box_not_unique	道後温泉に、わんちゃん専用の『足湯	愛媛県松山市							20	5	1	行ったことある人はコメントで感想教えてね！ ⏎  ⏎ 【愛犬と泊まれる宿 別邸やすらぎ】 ⏎  dogo_yasuragi  ⏎  ⏎ 「道後温泉に、わんちゃん専用の『足湯』があるって知ってた？」 ⏎  日本三古湯の名湯を、まさかの愛犬と一緒に楽しめる…… ⏎ そんな夢みたいな場所があるんです。🐾♨️ ⏎  ⏎ ここは道後で唯一のドッグラン併設宿。 しかも屋
city_box_not_unique	揚げあげみかん🍊	愛媛県八幡浜市							8	5	1	行きたいって思ったら「🍊」ってコメントしてね！ ⏎  ⏎ 【カフェオランジュルクラ】 ⏎ cafe.orangelecura  ⏎  ⏎ え、みかん…揚げたん？ ⏎  ⏎ 愛媛で育った人ほどびっくりする ⏎ スイーツがあるらしい！ ⏎  ⏎ 最近じわじわ注目されてるのが ⏎ 新感覚の『揚げあげみかん🍊』 ⏎  ⏎ 外はサクッと、 ⏎ 中はあったかくてジューシ
